t-SNE Feature 1,t-SNE Feature 2,cluster
39.282223,42.853065,4
-0.421619,-75.83914,2
-93.98991,15.488328,3
37.750984,-6.6232796,12
-1.2439964,-16.983498,2
-4.2848096,-30.375328,2
71.889565,-24.72702,1
71.889565,-24.72702,1
-11.274219,-15.505188,2
6.209246,-56.529808,2
